JIB_PACIJENTA,IME,PREZIME,ADRESA,JMBG,DATUM_RODJ,POL,BRACNO_STANJE,DATUM_PRIJEMA,BROJ_TEL_RODJAKA,BROJ_TEL_DR_OPSTE_PRAKSE,SRODSTVO_SOS_SA_PACIJENTOM
552,Tijana,Vaskoviæ,"Svetosavska BB, Foèa",2904755527460,4/29/1975,Z,neudata,7/28/2020,055/258-215,058/214-817,roðak
553,Nina,Burmazoviæ,"Svetosavska BB, Foèa",2001988676857,1/20/1998,Z,neudata,7/18/2020,055/330-437,058/214-817,roðak
554,Vojislava,Topiæ,"Svetosavska BB, Foèa",2507957842826,7/25/1995,Z,neudata,7/28/2020,055/554-261,058/214-817,roðak
555,Živojina,Novkoviæ,"Tavna BB, Donja Pilica",0507409995994,7/5/1940,Z,neudata,7/27/2020,055/552-160,056/211-102,roðak
556,Rajna,Stupljanin,"Tavna BB, Donja Pilica",2802002929861,2/28/2000,Z,neudata,7/26/2020,055/379-583,056/211-111,roðak
557,Stajka,Æakiæ,"Teodora Drajzera BB, Foèa",1506411424135,6/15/1941,Z,neudata,7/23/2020,055/553-238,058/214-817,majka
558,Adra,Dolboèanoviæ,"Tini 116/7, Trebinje",2702444299689,2/27/1944,Z,neudata,7/25/2020,055/202-317,+387 59 261-353,rodica
559,Jeka,Strahinjiæ,"Tini 91, Trebinje",0803464755015,3/8/1946,Z,neudata,7/3/2020,055/220-690,+387 59 261-353,roðak
560,Aina,Krsmiæ,"Tini S 101, Trebinje",1512201584128,12/15/2020,Z,neudata,7/19/2020,055/301-549,+387 59 261-351,roðak
561,Stevanija,Gradinac,"Tini BB, Trebinje",2509476807659,9/25/1947,Z,neudata,7/24/2020,055/240-437,+387 59 261-350,roðak
562,Obrenija,Žugiæ,"Tjentište BB, Tjentište",0710368148105,10/7/1936,Z,neudata,7/22/2020,055/244-452,058/214-817,otac
563,Selena,Ljajiæ,"Tjentište BB, Tjentište",1905979324142,5/19/1997,Z,neudata,7/22/2020,055/383-149,058/214-817,roðak
564,Sonja,Cvikiæ,"Trg Kralja Petra I Karaðorðeviæa BB, Zvornik",2609484566040,9/26/1948,Z,neudata,7/23/2020,055/247-571,056/211-102,roðak
565,Vuka,Šestoviæ,"Trg Miloša ObIliæa BB, Bratunac",0405442712416,5/4/1944,Z,neudata,7/13/2020,055/255-111,056/490-417,otac
566,Bojanka,Zjaèiæ,"Trg Travunije 111, Trebinje",1403069729662,3/14/2006,Z,neudata,7/26/2020,055/201-824,+387 59 261-351,roðak
567,Sojka,Dugonja,"Trnjaci Centar BB, Bijeljina",0104506169546,4/1/1950,Z,neudata,7/19/2020,055/203-733,055/416-019,roðak
568,Kalina,Zeljak,"Trnova Donja BB, Bijeljina",2508425745893,8/25/1942,Z,neudata,7/30/2020,055/350-882,055/416-018,rodica
569,Miomira,Špiroviæ,"Trnova Gornja BB, Bijeljina",1904546885498,4/19/1954,Z,neudata,7/28/2020,055/350-435,055/416-016,roðak
570,Branka,Škuletiæ,"Trnovaèe BB, Brod",2812154958307,12/28/2015,Z,neudata,7/3/2020,055/204-903,058/214-817,roðak
571,Jagodinka,Radoja,"Trnovica BB, Kozluk",2508004514111,8/25/2000,Z,neudata,7/15/2020,055/204-289,056/211-102,roðak
572,Smiljka,Pandžiæ,"Trnovica BB, Trnovica",0307576324605,7/3/1957,Z,neudata,7/17/2020,055/240-102,056/211-111,roðak
573,Momira,Juškiæ,"Tršiæ BB, Tršiæ",0506058649373,6/5/2005,Z,neudata,7/20/2020,055/554-030,056/211-102,roðak
574,Vojna,Nišiæ,"Tršiæ BB, Tršiæ",2002692569903,2/20/1969,Z,neudata,7/26/2020,055/552-072,056/211-111,roðak
575,Nasta,Škalonja,"Tutnjevac BB, Ugljevik",2108604856096,8/21/1960,Z,neudata,7/27/2020,055/301-027,055/416-019,roðak
576,Ðurðinka,Škaro,"Tutnjevac-Èitluk BB, Ugljevik",2503396964706,3/25/1939,Z,neudata,7/7/2020,055/389-121,055/416-019,roðak
577,Dara,Zagorac,"Tutnjevac-Èitluk BB, Ugljevik",1309817149275,9/13/1981,Z,neudata,7/17/2020,055/371-251,055/416-019,roðak
578,Draga,Radišiæ,"Tutnjevac-Èitluk BB, Ugljevik",0804079242257,4/8/2007,Z,neudata,7/4/2020,055/207-771,055/416-019,rodoca
579,Zlatka,Nojkiæ,"Tutnjevac-Mitroviæi BB, Ugljevik",0502589241007,2/5/1958,Z,neudata,7/17/2020,055/330-127,055/416-019,roðak
580,Doris,Glušèeviæ,"Tutnjevac-Šešlici BB, Ugljevik",2404096344149,4/24/2009,Z,neudata,7/3/2020,055/551-271,055/416-019,roðak
581,Dana,Dragonjiæ,"Tvrdoš BB, Trebinje",3001861412146,1/30/1986,Z,neudata,7/22/2020,055/202-826,+387 59 261-353,majka
582,Milisava,Kliska,"Ugljevièka Obrijež BB, Ugljevik",2009517771346,9/20/1951,Z,neudata,7/24/2020,055/332-128,055/416-019,roðak
583,Julka,Koæalo,"Ugljevièka Obrijež BB, Ugljevik",0707802361372,7/7/1980,Z,neudata,7/23/2020,055/552-043,055/416-019,roðak
584,Tomka,Mojsiæ,"Ugljevièka Obrijež BB, Ugljevik",2112157217142,12/21/2015,Z,neudata,7/3/2020,055/204-976,055/416-019,rodica
585,Žanka,Petrašinoviæ,"Ugljevièka Obrijež BB, Ugljevik",0410117424835,10/4/2011,Z,neudata,7/10/2020,055/394-390,055/416-019,rodica
586,Maja,Kupusinac,"Ugljevièka Obrijež BB, Ugljevik",0811799450883,11/8/1979,Z,neudata,7/21/2020,055/301-023,055/416-019,roðak
587,Miranda,Bastaæ,"Ugljevik BB, Ugljevik",0508115148185,8/5/2011,Z,neudata,7/22/2020,055/255-283,055/416-019,roðak
588,Adonia,Vukašinoviæ,"Ul. Republike Srpske 449, Trebinje",1911905066339,11/19/1990,Z,neudata,7/17/2020,055/351-634,+387 59 261-353,roðak
589,Elena,Bolanoviæ,"Ulog BB, Kalinovik",0701604579365,1/7/1960,Z,neudata,7/24/2020,055/373-028,057/340-169,roðak
590,Mida,Kojièiæ,"Ulog BB, Kalinovik",0403524009586,3/4/1952,Z,neudata,7/23/2020,055/209-497,057/340-169,otac
591,Dobrina,Dankoviæ,"Ulog BB, Kalinovik",1902641071819,2/19/1964,Z,neudata,7/3/2020,055/244-513,057/340-169,roðak
592,Vlastimirka,Grebljanoviæ,"Ulog BB, Kalinovik",0611374872603,11/6/1937,Z,neudata,7/13/2020,055/321-186,057/340-169,roðak
593,Marina,Vajkanoviæ,"Uroša Prediæa 40, Bijeljina",1306424701285,6/13/1942,Z,neudata,7/24/2020,055/207-649,055/416-016,roðak
594,Anka,Markoviæ,"Ustanièka BB, Trebinje",1502351829866,2/15/1935,Z,neudata,7/28/2020,055/389-225,+387 59 261-351,roðak
595,Flora,Sadžakov,"Užièka BB, Foèa",0701088381259,1/7/2008,Z,neudata,7/20/2020,055/555-124,058/214-817,roðak
596,Stojana,Belopoljac,"Varina Gruda BB, Dživar",0506496474626,6/5/1949,Z,neudata,7/2/2020,055/213-254,+387 59 261-350,roðak
597,Miluka,Cupaæ,"Varina Gruda BB, Dživar",2112175220293,12/21/2017,Z,neudata,7/24/2020,055/371-075,+387 59 261-351,roðak
598,Nasta,Vrakela,"Vase Pelagiæa 21, Bijeljina",0412086015165,12/4/2008,Z,neudata,7/7/2020,055/332-105,055/416-016,roðak
599,Antonia,Kokanov,"Vase Pelagiæa 8, Ugljevik",1110395049193,10/11/1939,Z,neudata,7/22/2020,055/546-321,055/416-019,roðak
600,Brankica,Davidovac,Vasilija Ostroškog 44B,1802088577794,2/18/2008,Z,neudata,7/22/2020,055/202-310,055/416-018,rodica
601,Zvezdana,Nikoliæ,"Velika Obarska BB, Bijeljina",0609975061545,9/6/1997,Z,neudata,7/27/2020,055/392-377,055/416-016,roðak
602,Gordana,Batiniæ,"Velino Selo BB, Bijeljina",2003967733603,3/20/1996,Z,neudata,7/9/2020,055/350-984,055/416-016,roðak
603,Žarka,Tripkoviæ,"Vezac BB, Kalinovik",0605802999231,5/6/1980,Z,neudata,7/14/2020,055/394-228,057/340-169,roðak
604,Despina,Golub,"Vezac BB, Kalinovik",0308505397230,8/3/1950,Z,neudata,7/22/2020,055/250-743,057/340-169,roðak
605,Dragina,Bukilica,"VidiKovaè BB, Foèa",1410541197934,10/14/1954,Z,neudata,7/15/2020,055/379-042,058/214-817,roðak
606,Ðurðija,Eror,"Vidovdanska 10, Trebinje",1509047115142,9/15/2004,Z,neudata,7/9/2020,055/258-174,+387 59 261-353,roðak
607,Èedomirka,Trifunac,"Vihoviæi BB, Kalinovik",3103091936998,3/31/2009,Z,neudata,7/8/2020,055/383-688,057/340-169,roðak
608,Stevana,Amanoviæ,"Vihoviæi BB, Kalinovik",0306528041689,6/3/1952,Z,neudata,7/16/2020,055/332-175,057/340-169,roðak
609,Anðelina,Kasapoviæ,"Vihoviæi BB, Kalinovik",0911051760386,11/9/2005,Z,neudata,7/20/2020,055/258-199,057/340-169,roðak
610,Roza,Ignjac,"Vinogradi Blok, Trebinje",3112697938283,12/31/1969,Z,neudata,7/20/2020,055/380-159,+387 59 261-353,roðak
611,Žarka,Klikovac,"Vinogradi BB, Gorica",2709827888190,9/27/1982,Z,neudata,7/19/2020,055/321-222,+387 59 261-351,roðak
612,Marlena,Mumalo,"Vlaholje BB, Kalinovik",0211644135132,11/2/1964,Z,neudata,7/8/2020,055/201-393,057/340-169,roðak
613,Ognjana,Mareliæ,"Vlaholje BB, Kalinovik",2301593182661,1/23/1959,Z,neudata,7/15/2020,055/546-454,057/340-169,roðak
614,Renata,Ristiæeviæ,"Vlaholje BB, Kalinovik",1006035820721,6/10/2003,Z,neudata,7/9/2020,055/379-554,057/340-169,roðak
615,Draginja,Stojmenoviæ,"Vlaholje BB, Kalinovik",2605433761271,5/26/1943,Z,neudata,7/26/2020,055/389-707,057/340-169,roðak
616,Blažena,Èavdareviæ,"Vlaholje BB, Kalinovik",2301482574932,1/23/1948,Z,neudata,7/7/2020,055/373-069,057/340-169,roðak
617,Tatjana,Jašiæ,"Vlaholje BB, Kalinovik",0409502041277,9/4/1950,Z,neudata,7/8/2020,055/370-229,057/340-169,roðak
618,Adalia,Poznanoviæ,"Vlaholje BB, Kalinovik",2908572107263,8/29/1957,Z,neudata,7/27/2020,055/241-521,057/340-169,roðak
619,Afrodita,Veljkoviæ,"Vojnoge BB, Foèa",1002391850579,2/10/1939,Z,neudata,7/3/2020,055/389-790,058/214-811,rodica
620,Slava,Radosavèeviæ,"Vojnoviæi BB, Tjentište",1905668742009,5/19/1966,Z,neudata,7/22/2020,055/321-293,058/214-817,roðak
621,Simonida,Tambur,Vojvode Petra Bojoviæa 220B,0512514022157,12/5/1951,Z,neudata,7/11/2020,055/394-289,055/416-018,rodica
622,Vujadinka,Sudžum,"Vojvode Putnika 41, Foèa",2008514215217,8/20/1951,Z,neudata,7/1/2020,055/384-172,058/214-813,rodica
623,Zora,Mrlješ,"Vojvode Putnika BB, Bijeljina",2110396629395,10/21/1939,Z,neudata,7/21/2020,055/201-696,055/416-016,roðak
624,Andrijana,Slamarski,"Vojvode Putnika BB, Foèa",2810632017786,10/28/1963,Z,neudata,7/8/2020,055/370-345,058/214-817,roðak
625,Adrijana,Prljinèeviæ,"Vojvode Putnika BB, Foèa",1405642279722,5/14/1964,Z,neudata,7/21/2020,055/351-025,058/214-817,roðak
626,Belunka,Peraloviæ,"Vojvode Putnika BB, Foèa",2308161025992,8/23/2016,Z,neudata,7/12/2020,055/241-616,058/214-817,roðak
627,Marta,Slavkoviæ,"Vojvode Sinðeliæa 88, Trebinje",2307551266756,7/23/1955,Z,neudata,7/22/2020,055/321-358,+387 59 261-352,roðak
628,Snežana,Ajdinoviæ,"Vojvode Sinðeliæa BB, Trebinje",2301502070081,1/23/1950,Z,neudata,7/24/2020,055/546-161,+387 59 261-351,roðak
629,Ada,Osatoviæ,"Vojvode Sinðeliæa BB, Trebinje",2002447166933,2/20/1944,Z,neudata,7/15/2020,055/380-484,+387 59 261-353,rodica
630,Dobra,Tarbuk,"Vojvode Stepe StepaNovica 4, Trebinje",1504523424992,4/15/1952,Z,neudata,7/5/2020,055/301-587,+387 59 261-350,roðak
631,Anica,Maoduš,"Vojvode Stepe StepaNovica 5, Trebinje",3010727037253,10/30/1972,Z,neudata,7/27/2020,055/350-796,+387 59 261-350,roðak
632,Stanika,Laletin,"Voljavica BB, Bratunac",2204854724584,4/22/1985,Z,neudata,7/25/2020,055/321-207,056/490-419,roðak
633,Agnija,Kljakiæ,"Volujac BB, Trebinje",2408576465077,8/24/1957,Z,neudata,7/11/2020,055/325-888,+387 59 261-350,roðak
634,Žaklina,Nosoviæ,"Vršani BB, Bijeljina",2007632138470,7/20/1963,Z,neudata,7/17/2020,055/321-061,055/416-016,rodica
635,Soka,Golemoviæ,"Vrtoèe bb, Miliæi",1812596167413,12/18/1959,Z,neudata,7/18/2020,055/222-290,056/211-100,majka
636,Cvijeta,Èabrinoviæ,"Vrtoèe bb, Miliæi",1005007545849,5/10/2000,Z,neudata,7/29/2020,055/350-940,056/211-101,roðak
637,Lenka,Bogovaèki,"Vrtoèe bb, Miliæi",2406561527292,6/24/1956,Z,neudata,7/15/2020,055/211-311,056/211-101,roðak
638,Kajsija,Marjanoviæ,"Vrulje BB, Gorica",3005521563725,5/30/1952,Z,neudata,7/16/2020,055/204-936,+387 59 261-350,rodica
639,Vuka,Ruškiæ,"Vujadini bb, Miliæi",0412684678075,12/4/1968,Z,neudata,7/14/2020,055/383-616,056/211-101,roðak
640,Vesna,Varadinoviæ,"Vujadini bb, Miliæi",2512403283825,12/25/1940,Z,neudata,7/15/2020,055/552-204,056/211-101,rodica
641,Jeka,Anðiæ,"Vujadini bb, Miliæi",1812079131945,12/18/2007,Z,neudata,7/22/2020,055/206-696,056/211-101,roðak
642,Obrenija,Novakoviæ,"Vujadini bb, Miliæi",1409836500271,9/14/1983,Z,neudata,7/19/2020,055/383-445,056/211-101,roðak
643,Novka,Konjoviæ,"Vujadini bb, Miliæi",0605789973705,5/6/1978,Z,neudata,7/28/2020,055/301-936,056/211-101,rodica
644,Dora,Vejinoviæ,"Vujadini bb, Miliæi",1209209195113,9/12/2020,Z,neudata,7/9/2020,055/543-047,056/211-101,roðak
645,Kalinka,Šušak,"Vujadini bb, Miliæi",2609557962560,9/26/1955,Z,neudata,7/21/2020,055/377-417,056/211-101,roðak
646,Miranda,Jekiæ,"Vuka Karadžiæa Br/98, Zvornik",1609967285998,9/16/1996,Z,neudata,7/27/2020,055/325-838,056/211-111,roðak
647,Slava,Ajdariæ,"Vuka Karadžiæa BB, Foèa",1007481212068,7/10/1948,Z,neudata,7/28/2020,055/771-071,058/214-817,roðak
648,Milkica,Ðurièin,"Vuka Stefanoviæa Karadžiæa S19/5, Miliæi",2903904294509,3/29/1990,Z,neudata,7/19/2020,055/799-225,056/211-100,roðak
649,Teodora,Putnik,"Vukoviæi bb, Miliæi",1010983212151,10/10/1998,Z,neudata,7/24/2020,055/778-212,056/211-101,roðak
650,Rusa,Štruc,"Vukoviæi bb, Miliæi",0609043535523,9/6/2004,Z,neudata,7/1/2020,055/776-290,056/211-101,roðak
651,Vukosava,Kokir,"Vukoviæi bb, Miliæi",0502691389881,2/5/1969,Z,neudata,7/23/2020,055/799-152,056/211-101,roðak
652,Stojana,Simenoviæ,"Vukoviæi bb, Miliæi",1303938178604,3/13/1993,Z,neudata,7/25/2020,055/799-223,056/211-101,roðak
653,Nadica,Vitezoviæ,"Zabrðe BB, Ugljevik",1010768829130,10/10/1976,Z,neudata,7/23/2020,055/778-195,055/416-019,roðak
654,Blaga,Maljukanoviæ,"Zagoni BB, Bratunac",1105806546554,5/11/1980,Z,neudata,7/17/2020,055/778-028,056/490-419,roðak
655,Despina,Žikeliæ,"Zahumska Ulica 45, Trebinje",1407396424545,7/14/1939,Z,neudata,7/25/2020,055/771-065,+387 59 261-352,roðak
656,Radija,Goševac,"Zahumska Ulica BB, Trebinje",0905562826063,5/9/1956,Z,neudata,7/4/2020,055/772-850,+387 59 261-351,roðak
657,Jablana,Veneèanin,"Žakovo BB, Trebinje",2711082652109,11/27/2008,Z,neudata,7/26/2020,055/778-007,+387 59 261-353,roðak
658,Evgenija,Begoviæ,"Zalužje BB, Bratunac",1107385548946,7/11/1938,Z,neudata,7/16/2020,055/799-076,056/490-419,roðak
659,Radija,Dodoš,"Zasad 87, Trebinje",0108864335310,8/1/1986,Z,neudata,7/22/2020,055/771-620,+387 59 261-351,roðak
660,Olgica,Milunoviæ,"Zasad Polje BB, Trebinje",2409393675292,9/24/1939,Z,neudata,7/3/2020,055/778-127,+387 59 261-352,roðak
661,Bogdanka,Gonèin,"Zasad BB, Trebinje",3009734907374,9/30/1973,Z,neudata,7/27/2020,055/799-110,+387 59 261-351,roðak
662,Bogdanka,Trivanoviæ,"Zelinje BB, Zelinje",1311157572562,11/13/2015,Z,neudata,7/20/2020,055/776-359,056/211-111,roðak
663,Krstina,Nikodinoviæ,"Zgonjevo BB, Dživar",3108126566366,8/31/2012,Z,neudata,7/22/2020,055/798-168,+387 59 261-350,roðak
664,Antea,Mijalkoviæ,"Živojina Mišiæa 9, Bijeljina",0212123754447,12/2/2012,Z,neudata,7/2/2020,055/772-396,055/416-016,roðak
665,Zorana,Vujièiæ,"Žljevice BB, Bratunac",2006037202922,6/20/2003,Z,neudata,7/20/2020,055/799-109,056/490-417,roðak
666,Ljupka,Lackoviæ,"Zuke Džumhura 6, Foèa",2111441679734,11/21/1944,Z,neudata,7/26/2020,055/771-931,058/214-812,sestra
667,Dunja,Todoroviæ,"Zuke Džumhura 8, Foèa",1405004324939,5/14/2004,Z,neudata,7/25/2020,055/771-931,058/214-812,rodica
668,Danica,Lazareviæ,"Žljevice BB, Bratunac",2309995838534,9/23/1999,Z,udata,7/25/2020,055/772-396,055/416-016,roðak 
669,Lazar,Stefanoviæ,"Živojina Mišiæa 10, Bijeljina",2404989898268,4/24/1989,M,neoženjen,7/23/2020,055/772-396,055/416-016,brat
670,Strahinja,Stefanoviæ,"Živojina Mišiæa 10, Bijeljina",1206999369654,6/12/1999,M,neoženjen,7/23/2020,055/772-396,055/416-016,brat
671,Arsenije,Milojeviæ,"Zasad BB, Trebinje",2204996774582,4/22/1996,M,oženjen,7/17/2020,055/799-110,+387 59 261-351,roðak
672,Sara,Stankoviæ,"Zasad Polje BB, Trebinje",2508000477954,8/25/2000,Z,neudata,7/17/2020,055/799-110,+387 59 261-350,roðak
673,Iskra,Vasiæ,"Zahumska Ulica 45, Trebinje",2204999355638,4/22/1999,Z,udata,7/17/2020,055/771-065,+387 59 261-350,muž
674,Stefan,Blagojeviæ,"Vuka Karadžiæa BB, Foèa",0702985474665,2/7/1985,M,oženjen,7/28/2020,055/771-071,058/214-817,brat
675,Nebojša,Vukanoviæ,"Žakovo BB, Trebinje",2705976469269,5/27/1976,M,neoženjen,7/28/2020,055/799-110,+387 59 261-351,prijatelj
676,Ivan,Uroševiæ,"Živojina Mišiæa 18, Bijeljina",1804999496288,4/18/1999,M,oženjen,7/23/2020,055/772-396,055/416-016,roðak
677,Nina,Tomiæ,"Vuka Karadžiæa BB, Foèa",2604001723962,4/26/2001,Z,udata,7/28/2020,055/771-071,058/214-817,muž
678,Staša,Živanoviæ,"Žakovo BB, Trebinje",0604988958678,4/6/1988,M,neoženjen,7/28/2020,055/799-110,+387 59 261-351,prijatelj
679,Vasilije,Rakiæ,"Žakovo BB, Trebinje",1906002559735,6/19/2002,M,oženjen,7/28/2020,055/799-110,+387 59 261-351,roðak
680,Jakov,Tošiæ,"Živojina Mišiæa 20, Bijeljina",1506984856423,6/15/1984,M,neoženjen,7/23/2020,055/772-396,055/416-016,roðak
681,Sofija,Jankoviæ,"Živojina Mišiæa 21, Bijeljina",0906002937592,6/9/2002,Z,neudata,7/23/2020,055/772-396,055/416-016,roðak
682,Anja,Radovanoviæ,"Vrtoèe bb, Miliæi",1305993796956,5/13/1993,Z,neudata,7/20/2020,055/258-199,057/340-169,roðak
683,Luka,Mitiæ,"Ulog BB, Kalinovik",1208986434329,8/12/1986,M,oženjen,7/20/2020,055/258-199,057/340-169,prijatelj
684,Marko,Periæ,"Ulog BB, Kalinovik",0504997866775,4/5/1997,M,neoženjen,7/20/2020,055/258-199,057/340-169,prijatelj
685,Sava,Ðurðeviæ,"Ulog BB, Kalinovik",0308995687894,8/3/1995,M,neoženjen,7/20/2020,055/258-199,057/340-169,prijatelj
686,Ðurða,Petroviæ,"Ulog BB, Kalinovik",0404997834826,4/4/1997,Z,neudata,7/20/2020,055/258-199,057/340-169,prijatelj
687,Maša,Ivanoviæ,"Ulog BB, Kalinovik",1303004883534,3/13/2004,Z,neudata,7/20/2020,055/258-199,057/340-169,prijatelj
688,Hana,Ðuriæ,"Žljevice BB, Bratunac",2402986276576,2/24/1986,Z,neudata,7/25/2020,055/772-396,055/416-016,roðak
689,Minja,Živkoviæ,"Žljevice BB, Bratunac",2706000927653,6/27/2000,Z,neudata,7/25/2020,055/772-396,055/416-016,roðak
690,Anðela,Aleksiæ,"Žljevice BB, Bratunac",0606999374997,6/6/1999,Z,neudata,7/25/2020,055/772-396,055/416-016,roðak
691,Kristina,Gajiæ,"Žljevice BB, Bratunac",0602982242254,2/6/1982,Z,neudata,7/25/2020,055/772-396,055/416-016,prijatelj
692,Srna,Pavloviæ,"Ulog BB, Kalinovik",1506996264943,6/15/1996,Z,neudata,7/20/2020,055/258-199,057/340-169,prijatelj
693,Jana,Mitroviæ,"Ulog BB, Kalinovik",2504996886232,4/25/1996,Z,neudata,7/20/2020,055/258-199,057/340-169,prijatelj
694,Anðelija,Bogdanoviæ,"Vujadini bb, Miliæi",0707987883672,7/7/1987,Z,neudata,7/14/2020,055/383-616,056/211-101,roðak
695,Mihajlo,Zdravkoviæ,"Vujadini bb, Miliæi",1407998238287,7/14/1998,M,neoženjen,7/14/2020,055/383-616,056/211-101,prijatelj
696,Miloš,Radoviæ,"Vujadini bb, Miliæi",2602987857769,2/26/1987,M,neoženjen,7/14/2020,055/383-616,056/211-101,prijatelj
697,Andrej,Stojkoviæ,"Trnova Gornja BB, Bijeljina",2606975525545,6/26/1975,M,neoženjen,7/14/2020,055/383-616,056/211-101,prijatelj
698,Maksim,Gavriloviæ,"Trnova Gornja BB, Bijeljina",1902983458767,2/19/1983,M,oženjen,7/14/2020,055/383-616,056/211-101,prijatelj
699,Zoran,Ðukiæ,"Trnova Gornja BB, Bijeljina",1503995774786,3/15/1995,M,neoženjen,7/14/2020,055/383-616,056/211-101,prijatelj
700,Nikola,Milanoviæ,"Trnova Gornja BB, Bijeljina",0505993228883,5/5/1993,M,neoženjen,7/14/2020,055/383-616,056/211-101,prijatelj
